Date,RS3,OSRS,Total
1606815937000,22892,64880,87772
1606816237000,22866,64955,87821
1606816537000,22901,64884,87785
1606816837000,22932,64518,87450
1606817137000,22936,64535,87471
1606817437000,22893,64607,87500
1606817737000,22979,64691,87670
1606818037000,23118,64991,88109
1606818336000,23126,64962,88088
1606818637000,22701,65123,87824
1606818937000,22182,65179,87361
1606819237000,22316,65305,87621
1606819537000,22443,65181,87624
1606819837000,22578,65498,88076
1606820137000,22564,65558,88122
1606820437000,22635,65599,88234
1606820737000,22741,65764,88505
1606821037000,22910,65801,88711
1606821355000,23034,66372,89406
1606821384000,23019,66398,89417
1606821422000,22994,66493,89487
1606821448000,23017,66503,89520
1606821569000,23083,66590,89673
1606821677000,23098,66747,89845
1606821936000,23180,66801,89981
1606822237000,23303,66861,90164
1606822266000,23319,66946,90265
1606822537000,23290,67144,90434
1606822837000,23533,67737,91270
1606823137000,23498,68378,91876
1606823437000,23833,68573,92406
1606823737000,23943,68830,92773
1606824037000,23996,69078,93074
1606824337000,24081,69517,93598
1606824636000,24243,69835,94078
1606824937000,24442,70257,94699
1606825236000,24622,70900,95522
1606825537000,24831,71400,96231
1606825837000,24979,72131,97110
1606826137000,25235,72650,97885
1606826437000,25347,73402,98749
1606826737000,25452,74028,99480
1606827037000,25595,74863,100458
1606827337000,25891,75311,101202
1606827637000,26063,75624,101687
1606827937000,26242,76416,102658
1606828237000,26419,77185,103604
1606828537000,26577,77894,104471
1606828839000,26765,78646,105411
1606829137000,27080,79920,107000
1606829437000,27247,80439,107686
1606829737000,27510,81060,108570
1606830037000,27782,82110,109892
1606830337000,28068,83177,111245
1606830637000,28449,83755,112204
1606830937000,28686,84239,112925
1606831237000,28868,84743,113611
1606831537000,29129,85698,114827
1606831837000,29434,86439,115873
1606832137000,29526,87092,116618
1606832437000,29815,88042,117857
1606832737000,30088,89553,119641
1606833037000,30327,89983,120310
1606833337000,30585,90923,121508
1606833908000,30994,92606,123600
1606833937000,30929,92660,123589
1606834237000,31282,93410,124692
1606834537000,31433,94034,125467
1606834837000,31754,94662,126416
1606835137000,32189,95852,128041
1606835437000,32591,96664,129255
1606835737000,32929,97468,130397
1606836037000,33312,98178,131490
1606836637000,33902,99058,132960
1606836745000,33986,99504,133490
1606836937000,34200,99905,134105
1606837707000,34788,98920,133708
1606837982000,35083,99104,134187
1606838137000,35171,99518,134689
1606839131000,34761,100650,135411
1606839134000,34766,100643,135409
1606839141000,34749,100663,135412
1606839361000,34840,100439,135279
1606839637000,35141,100382,135523
1606839937000,35305,100768,136073
1606840537000,35691,101129,136820
1606840706000,35853,101451,137304
1606840837000,35846,101728,137574
1606840894000,35923,101773,137696
1606841143000,36047,102085,138132
1606841437000,36256,102453,138709
1606841739000,36316,102832,139148
1606842037000,36416,103330,139746
1606842337000,36540,103493,140033
1606842637000,36703,104050,140753
1606842937000,36768,104346,141114
1606843237000,37041,105313,142354
1606843537000,37181,105745,142926
1606843837000,37299,105870,143169
1606844137000,37452,106455,143907
1606844437000,37581,107166,144747
1606844737000,37701,107797,145498
1606845037000,37917,107684,145601
1606845337000,38008,108779,146787
1606845637000,37999,109451,147450
1606845937000,38220,110059,148279
1606846237000,38445,110652,149097
1606846537000,38726,111436,150162
1606846836000,38946,112046,150992
1606847141000,39145,112237,151382
1606847544000,39355,113217,152572
1606847737000,39419,113646,153065
1606848037000,39616,114305,153921
1606848454000,38437,114932,153369
1606848637000,38450,115398,153848
1606848937000,38720,115858,154578
1606849989000,39341,117563,156904
1606849994000,39382,117497,156879
1606850381000,39503,117889,157392
1606850437000,39340,118065,157405
1606850594000,39687,118020,157707
1606850737000,39905,118068,157973
1606851037000,40967,117953,158920
1606851337000,40996,118371,159367
1606851637000,41186,118986,160172
1606851937000,41351,118644,159995
1606852237000,41473,119398,160871
1606852537000,41707,119377,161084
1606852837000,41683,119498,161181
1606853137000,41740,119615,161355
1606853436000,41706,119736,161442
1606853737000,41678,119652,161330
1606854135000,41637,120206,161843
1606854337000,41618,120146,161764
1606854637000,41621,120095,161716
1606854942000,41638,120413,162051
1606855237000,41644,120288,161932
1606855537000,41487,120030,161517
1606855838000,41488,120361,161849
1606856136000,41387,120305,161692
1606856581000,41248,119628,160876
1606856996000,41012,119441,160453
1606857191000,41053,119470,160523
1606857337000,40927,119063,159990
1606857637000,40847,119120,159967
1606857937000,41015,119433,160448
1606858236000,40917,119034,159951
1606858537000,40830,119051,159881
1606858837000,40747,118790,159537
1606859136000,40744,118453,159197
1606859437000,40582,118075,158657
1606859737000,40501,117505,158006
1606860037000,40274,117006,157280
1606860337000,40216,116279,156495
1606860637000,40031,115965,155996
1606860937000,39932,115946,155878
1606861237000,39770,115751,155521
1606861537000,39666,115108,154774
1606861837000,39493,114636,154129
1606862137000,39533,114176,153709
1606862436000,39484,113566,153050
1606862737000,39420,113332,152752
1606863037000,39311,112751,152062
1606863336000,39110,112574,151684
1606863637000,38868,111761,150629
1606863937000,38689,111334,150023
1606864237000,38433,111019,149452
1606864537000,38493,110104,148597
1606864837000,38420,109927,148347
1606865137000,38380,109700,148080
1606865436000,38345,109529,147874
1606865737000,38214,109265,147479
1606866037000,38202,109539,147741
1606866337000,38216,109446,147662
1606866636000,38272,109027,147299
1606866937000,38197,108824,147021
1606867237000,38158,108658,146816
1606867537000,38778,108251,147029
1606867837000,38779,108062,146841
1606868137000,38776,107971,146747
1606868437000,38848,108450,147298
1606868737000,38781,108217,146998
1606869036000,38651,108150,146801
1606869337000,38591,108294,146885
1606869636000,38456,108624,147080
1606869937000,38370,108775,147145
1606870237000,38271,108917,147188
1606870537000,38294,108829,147123
1606870837000,38256,108956,147212
1606871137000,38215,109121,147336
1606871437000,38200,108694,146894
1606871737000,38122,109436,147558
1606872037000,38174,109710,147884
1606872337000,38210,109956,148166
1606872637000,38127,110041,148168
1606872937000,38118,110463,148581
1606873237000,37965,110765,148730
1606873537000,37823,110971,148794
1606873836000,37793,111349,149142
1606874137000,37620,111243,148863
1606874437000,37545,111114,148659
1606874737000,37392,110632,148024
1606875037000,37312,111229,148541
1606875337000,37111,111397,148508
1606875637000,36981,111580,148561
1606875936000,36799,111336,148135
1606876237000,36646,111114,147760
1606876537000,36465,111145,147610
1606876837000,36312,110937,147249
1606877137000,36103,110773,146876
1606877437000,35904,110732,146636
1606877737000,35856,110165,146021
1606878037000,35645,109701,145346
1606878337000,35446,109306,144752
1606878637000,35142,108967,144109
1606878937000,34927,108600,143527
1606879237000,34690,108359,143049
1606879537000,34475,107848,142323
1606879837000,34210,107434,141644
1606880137000,33974,106861,140835
1606880437000,33744,106448,140192
1606880738000,33466,105994,139460
1606881037000,33211,105309,138520
1606881337000,32883,104573,137456
1606881637000,32658,103577,136235
1606881937000,32345,102472,134817
1606882236000,32059,101929,133988
1606882536000,31758,101199,132957
1606882837000,31382,100676,132058
1606883137000,30975,99775,130750
1606883437000,30581,98839,129420
1606883739000,30343,97628,127971
1606884037000,30076,96900,126976
1606884337000,29872,96171,126043
1606884637000,29673,95354,125027
1606884936000,29337,94397,123734
1606885236000,29002,93575,122577
1606885537000,28611,92566,121177
1606885836000,28067,91461,119528
1606886137000,27453,90575,118028
1606886437000,27145,89718,116863
1606886737000,26866,88683,115549
1606887036000,26570,87682,114252
1606887337000,26251,86326,112577
1606887637000,26027,85704,111731
1606887937000,25768,84594,110362
1606888237000,25481,83798,109279
1606888537000,25252,82582,107834
1606888837000,24835,81434,106269
1606889137000,24511,80249,104760
1606889437000,24241,78827,103068
1606889737000,24058,77802,101860
1606890037000,23889,76463,100352
1606890337000,23754,75620,99374
1606890637000,23552,74902,98454
1606890937000,22163,73982,96145
1606891237000,21882,73175,95057
1606891537000,22645,72321,94966
1606891836000,21513,71551,93064
1606892137000,21824,70558,92382
1606892437000,21874,70542,92416
1606892737000,21931,69899,91830
1606893037000,21771,68910,90681
1606893337000,22054,68959,91013
1606893636000,23165,68539,91704
1606893937000,23240,68102,91342
1606894245000,23083,67743,90826
1606894537000,22944,67425,90369
1606894837000,22592,67262,89854
1606895140000,22404,66948,89352
1606895436000,22391,66380,88771
1606895737000,22287,65642,87929
1606896037000,22249,65237,87486
1606896337000,22167,64955,87122
1606896637000,22137,64155,86292
1606896937000,22185,63979,86164
1606897237000,22284,64052,86336
1606897537000,22299,64051,86350
1606897836000,22276,63965,86241
1606898137000,22350,63950,86300
1606898437000,22349,63928,86277
1606898743000,22383,63579,85962
1606899037000,22297,62248,84545
1606899337000,22265,62117,84382
1606899637000,22246,61959,84205
1606899937000,22201,61957,84158
1606900236000,22238,61920,84158
1606900539000,22222,61498,83720
1606900837000,22308,61172,83480
1606901137000,22388,61067,83455
1606901437000,22439,61195,83634
1606901737000,22511,61365,83876
1606902037000,22608,61451,84059
1606902337000,22691,61298,83989
1606902637000,22653,61134,83787
1606902937000,22614,61133,83747
1606903237000,22703,60860,83563
1606903537000,22709,60751,83460
1606903837000,22775,60887,83662
1606904137000,22805,60992,83797
1606904437000,22890,61204,84094
1606904737000,22853,61248,84101
1606905037000,22954,61389,84343
1606905337000,23066,61710,84776
1606905637000,23238,61822,85060
1606905937000,23315,61746,85061
1606906237000,23366,62005,85371
1606906536000,23457,61985,85442
1606906837000,23494,61881,85375
1606907137000,23569,60531,84100
1606907437000,23736,60235,83971
1606907737000,23761,59368,83129
1606908037000,23901,58257,82158
1606908337000,24067,54813,78880
1606908637000,23671,13712,37383
1606908943000,24320,23201,47521
1606909236000,24448,31811,56259
1606909537000,24481,37342,61823
1606909840000,24625,41123,65748
1606910137000,24785,43806,68591
1606910437000,24908,46344,71252
1606910737000,25013,48645,73658
1606911037000,25158,50966,76124
1606911337000,25457,53216,78673
1606911636000,25638,55211,80849
1606911937000,24799,56781,81580
1606912237000,25020,58319,83339
1606912537000,25208,60089,85297
1606912837000,25510,61638,87148
1606913137000,25750,62883,88633
1606913437000,25896,64065,89961
1606913737000,26146,64940,91086
1606914037000,26252,65501,91753
1606914337000,26401,66481,92882
1606914636000,26593,67545,94138
1606914937000,26797,68534,95331
1606915237000,26934,69652,96586
1606915537000,27181,70744,97925
1606915837000,27435,71916,99351
1606916137000,27700,72837,100537
1606916437000,27910,73664,101574
1606916737000,28147,74875,103022
1606917037000,28295,75578,103873
1606917337000,28609,76267,104876
1606917637000,28737,76731,105468
1606917937000,29001,77891,106892
1606918237000,29416,78985,108401
1606918537000,29729,79687,109416
1606918837000,30010,80832,110842
1606919137000,30330,81750,112080
1606919437000,30121,81590,111711
1606919737000,30722,82868,113590
1606920037000,31176,83991,115167
1606920337000,31501,84980,116481
1606920637000,31826,85980,117806
1606920938000,32133,86795,118928
1606921237000,32343,86892,119235
1606921538000,32705,87935,120640
1606921837000,32063,88869,120932
1606922137000,32414,90121,122535
1606922441000,32615,90778,123393
1606922737000,32746,91290,124036
1606923037000,32963,91452,124415
1606923337000,33168,92446,125614
1606923637000,33289,93209,126498
1606923937000,33492,94698,128190
1606924237000,33712,94549,128261
1606924537000,33860,95331,129191
1606924837000,33921,94750,128671
1606925137000,34048,95595,129643
1606925437000,34101,96004,130105
1606925740000,34357,96480,130837
1606926037000,34651,97243,131894
1606926476000,34651,97489,132140
1606926637000,34825,97599,132424
1606926937000,34958,98157,133115
1606927344000,35203,98584,133787
1606927537000,35373,98956,134329
1606927837000,35534,99295,134829
1606928137000,35682,99276,134958
1606928738000,36017,99063,135080
1606929312000,36292,100437,136729
1606929337000,36304,100420,136724
1606929639000,36394,100825,137219
1606929937000,36382,102353,138735
1606930237000,36693,102945,139638
1606930537000,36881,103637,140518
1606930837000,37048,104242,141290
1606931137000,37185,104525,141710
1606931437000,37253,104870,142123
1606931737000,37490,105413,142903
1606932037000,37601,105669,143270
1606932337000,37695,106295,143990
1606932637000,37802,106403,144205
1606933164000,38141,107931,146072
1606933487000,38336,108475,146811
1606933540000,38329,108721,147050
1606933837000,38413,108968,147381
1606934137000,37164,109580,146744
1606934441000,37990,109933,147923
1606934842000,37847,110043,147890
1606935037000,37900,110717,148617
1606935337000,38177,110187,148364
1606935637000,39318,110467,149785
1606935937000,39437,111002,150439
1606936236000,39696,111670,151366
1606936537000,39773,112166,151939
1606936837000,39827,112746,152573
1606937137000,39880,113164,153044
1606937437000,40012,113686,153698
1606937737000,40028,114243,154271
1606938037000,40087,114435,154522
1606938337000,40160,115033,155193
1606938637000,40293,114889,155182
1606938937000,40272,115351,155623
1606939237000,40233,115058,155291
1606939537000,40228,114836,155064
1606939837000,40142,116072,156214
1606940137000,40203,116300,156503
1606940437000,40301,116430,156731
1606940737000,40263,116973,157236
1606941036000,40305,116415,156720
1606941337000,40243,116475,156718
1606941637000,40257,116377,156634
1606941937000,40339,116497,156836
1606942237000,40313,116976,157289
1606942659000,40159,116359,156518
1606942837000,40145,116083,156228
1606943363000,39912,115917,155829
1606943437000,39928,116302,156230
1606943737000,39782,115464,155246
1606944037000,39730,115806,155536
1606944337000,39639,115949,155588
1606944637000,39545,115247,154792
1606944937000,39628,115674,155302
1606945237000,39605,115764,155369
1606945537000,39562,115135,154697
1606945837000,39375,115340,154715
1606946137000,39297,114725,154022
1606946437000,39175,113691,152866
1606946737000,39084,113862,152946
1606947037000,38896,113186,152082
1606947338000,38796,112529,151325
1606947637000,38756,111838,150594
1606947937000,38577,111554,150131
1606948237000,38442,110891,149333
1606948538000,38426,110883,149309
1606948836000,38377,110540,148917
1606949138000,38272,109864,148136
1606949437000,38183,109291,147474
1606949737000,37985,108668,146653
1606950037000,37959,107800,145759
1606950338000,37747,107277,145024
1606950637000,37561,107108,144669
1606950938000,37373,106245,143618
1606951237000,37271,106722,143993
1606951538000,37252,106685,143937
1606951837000,37117,105609,142726
1606952138000,37081,106507,143588
1606952437000,37111,106953,144064
1606952740000,37006,106127,143133
1606953038000,37120,105736,142856
1606953338000,37238,105805,143043
1606953637000,37323,105025,142348
1606953938000,37967,105338,143305
1606954237000,38132,105415,143547
1606954538000,38132,104686,142818
1606954837000,38084,104692,142776
1606955138000,38123,104860,142983
1606955437000,37983,104744,142727
1606955738000,38012,105294,143306
1606956036000,38076,105701,143777
1606956338000,38075,106122,144197
1606956637000,37993,106277,144270
1606956938000,37999,106233,144232
1606957237000,37770,106010,143780
1606957538000,37756,105931,143687
1606957837000,37689,106012,143701
1606958138000,37562,106319,143881
1606958437000,37540,106930,144470
1606958738000,37547,106672,144219
1606959037000,37591,106641,144232
1606959338000,37407,106976,144383
1606959637000,37311,107145,144456
1606959938000,37284,107038,144322
1606960237000,37128,107389,144517
1606960538000,37057,107277,144334
1606960837000,36941,107314,144255
1606961138000,36804,107745,144549
1606961437000,36794,107566,144360
1606961738000,36602,107699,144301
1606962037000,36378,107656,144034
1606962338000,36210,107452,143662
1606962637000,36070,107135,143205
1606962938000,36013,107275,143288
1606963237000,35795,106941,142736
1606963538000,35702,107185,142887
1606963837000,35598,107075,142673
1606964138000,35413,106836,142249
1606964437000,35183,106191,141374
1606964741000,34941,106176,141117
1606965036000,34821,105967,140788
1606965338000,34600,105034,139634
1606965637000,34414,104915,139329
1606965938000,34136,104511,138647
1606966237000,33918,103464,137382
1606966538000,33662,103612,137274
1606966837000,33369,103109,136478
1606967138000,33157,102673,135830
1606967437000,33001,101888,134889
1606967739000,32786,101024,133810
1606968037000,32449,99922,132371
1606968338000,32134,99056,131190
1606968637000,31841,98275,130116
1606968938000,31571,97412,128983
1606969237000,31347,96841,128188
1606969538000,31061,96078,127139
1606969837000,30786,95119,125905
1606970138000,30444,93705,124149
1606970437000,30215,93397,123612
1606970738000,29892,92406,122298
1606971037000,29600,91501,121101
1606971338000,29352,90602,119954
1606971637000,29003,89556,118559
1606971938000,28631,88884,117515
1606972237000,28247,88118,116365
1606972538000,27934,86890,114824
1606972837000,27601,86205,113806
1606973137000,27426,85222,112648
1606973437000,27220,84390,111610
1606973739000,27016,83502,110518
1606974037000,26806,82669,109475
1606974337000,26590,81771,108361
1606974637000,26263,80784,107047
1606974939000,25402,79393,104795
1606975237000,25073,78270,103343
1606975537000,24747,77423,102170
1606975837000,24624,76253,100877
1606976137000,24322,75504,99826
1606976436000,24128,74609,98737
1606976737000,23899,73938,97837
1606977037000,23614,73163,96777
1606977337000,23449,72457,95906
1606977637000,23233,71826,95059
1606977939000,23046,71331,94377
1606978237000,21749,70432,92181
1606978537000,21513,69773,91286
1606978837000,21261,68817,90078
1606979139000,22098,68371,90469
1606979438000,21296,67974,89270
1606979737000,21003,66880,87883
1606980036000,21015,66280,87295
1606980336000,21268,66132,87400
1606980637000,21006,65678,86684
1606980937000,21096,65122,86218
1606981237000,20897,65014,85911
1606981537000,20550,64833,85383
1606981837000,21991,64764,86755
1606982137000,22003,64448,86451
1606982437000,21946,63658,85604
1606982737000,21855,63191,85046
1606983037000,21893,63074,84967
1606983337000,21804,63159,84963
1606983637000,21851,63173,85024
1606983937000,21846,63180,85026
1606984237000,21833,63192,85025
1606984537000,21794,62977,84771
1606984837000,21731,63237,84968
1606985137000,21819,63342,85161
1606985437000,21800,63170,84970
1606985737000,21837,63112,84949
1606986037000,21832,62970,84802
1606986337000,21773,62420,84193
1606986637000,21856,62387,84243
1606986937000,21968,62155,84123
1606987237000,22004,62101,84105
1606987537000,22003,62153,84156
1606987837000,21990,62119,84109
1606988137000,22022,62016,84038
1606988437000,22037,62172,84209
1606988737000,22122,61965,84087
1606989037000,22256,62158,84414
1606989337000,22286,62109,84395
1606989637000,22335,61583,83918
1606989937000,22346,62411,84757
1606990237000,22432,62767,85199
1606990536000,22507,62740,85247
1606990837000,22552,62749,85301
1606991137000,22586,62817,85403
1606991436000,22584,63288,85872
1606991737000,22633,63370,86003
1606992037000,22674,63636,86310
1606992337000,22903,63460,86363
1606992637000,22375,62760,85135
1606992936000,22480,62674,85154
1606993237000,22579,62771,85350
1606993537000,22831,63066,85897
1606993837000,22940,63315,86255
1606994137000,23228,63657,86885
1606994437000,23403,64165,87568
1606994737000,23536,64362,87898
1606995037000,23599,64662,88261
1606995337000,23806,65280,89086
1606995637000,23927,65623,89550
1606995937000,24054,66184,90238
1606996237000,23455,66684,90139
1606996536000,23582,66994,90576
1606996836000,23739,67041,90780
1606997140000,23924,67262,91186
1606997437000,24145,67565,91710
1606997737000,24347,68111,92458
1606998037000,24611,68446,93057
1606998337000,24752,68857,93609
1606998637000,25046,69640,94686
1606998937000,25243,70252,95495
1606999237000,25547,70727,96274
1606999537000,25775,71554,97329
1606999837000,26041,72044,98085
1607000137000,26217,72556,98773
1607000436000,26424,73026,99450
1607000737000,26760,73560,100320
1607001037000,27015,74353,101368
1607001337000,27266,75124,102390
1607001637000,27589,76111,103700
1607001937000,27825,76774,104599
1607002237000,27310,77398,104708
1607002537000,27579,78134,105713
1607002837000,27858,79573,107431
1607003137000,28075,80491,108566
1607003437000,28197,81364,109561
1607003737000,28467,81993,110460
1607004037000,28772,82234,111006
1607004337000,29036,83034,112070
1607004637000,29360,84324,113684
1607004937000,29669,84939,114608
1607005237000,29904,85798,115702
1607005538000,30229,86351,116580
1607005837000,30418,87067,117485
1607006137000,30644,87498,118142
1607006437000,30803,85991,116794
1607006466000,30795,86088,116883
1607006737000,30961,86771,117732
1607007037000,31188,87401,118589
1607007337000,31233,87301,118534
1607007637000,31390,88015,119405
1607007937000,31637,88918,120555
1607008237000,31877,90419,122296
1607008537000,32087,91455,123542
1607008837000,32275,92877,125152
1607009137000,32435,93516,125951
1607009437000,32628,94215,126843
1607009737000,33010,95999,129009
1607010037000,33262,96801,130063
1607010338000,33377,97670,131047
1607010637000,33473,98035,131508
1607010942000,33640,95378,129018
1607011733000,34132,97691,131823
1607011837000,34133,97707,131840
1607011880000,34160,97752,131912
1607012137000,34426,98483,132909
1607012437000,34740,99251,133991
1607012737000,35034,99727,134761
1607013037000,35337,99861,135198
1607013337000,35593,100677,136270
1607013779000,35890,100749,136639
1607013937000,36102,101100,137202
1607014237000,36368,101454,137822
1607014537000,36623,101454,138077
1607014837000,36871,101707,138578
1607015137000,36985,102123,139108
1607015437000,37320,102403,139723
1607015737000,37488,102944,140432
1607016037000,37733,103225,140958
1607016337000,36482,103460,139942
1607016637000,36603,103650,140253
1607016937000,36666,104459,141125
1607017237000,36856,105187,142043
1607017537000,36990,105538,142528
1607017837000,37152,106286,143438
1607018137000,37357,106943,144300
1607018437000,37657,106832,144489
1607018737000,37983,106918,144901
1607019037000,38227,107609,145836
1607019337000,38551,107491,146042
1607019637000,38424,108894,147318
1607019946000,39017,109277,148294
1607020537000,38211,110603,148814
1607020601000,38355,110643,148998
1607020887000,38388,111387,149775
1607021137000,38593,112021,150614
1607021437000,39737,112443,152180
1607021844000,39613,112766,152379
1607022186000,39356,112738,152094
1607022352000,39787,113289,153076
1607022637000,40897,113697,154594
1607022937000,41339,114163,155502
1607023237000,41410,114375,155785
1607023537000,39716,115108,154824
1607023969000,39906,115811,155717
1607024137000,40049,115158,155207
1607024437000,40123,116271,156394
1607024737000,40344,116342,156686
1607025638000,40507,116548,157055
1607025687000,40479,116506,156985
1607026067000,40552,116620,157172
1607026070000,40556,116644,157200
1607026499000,40479,116929,157408
1607026632000,40536,117079,157615
1607026838000,40594,116978,157572
1607027137000,40558,117442,158000
1607027437000,40608,117802,158410
1607027737000,40562,117718,158280
1607028036000,40560,117704,158264
1607028337000,40519,117525,158044
1607028637000,40556,117590,158146
1607028937000,40476,117441,157917
1607029237000,40376,116559,156935
1607029537000,40377,116184,156561
1607029836000,40349,116610,156959
1607030137000,40319,116536,156855
1607030437000,40249,115797,156046
1607030737000,40082,115630,155712
1607031037000,40015,115261,155276
1607031337000,39897,115175,155072
1607031637000,39824,114822,154646
1607031937000,39691,114509,154200
1607032237000,39636,114001,153637
1607032537000,39469,113506,152975
1607032837000,39298,113155,152453
1607033137000,39104,112921,152025
1607033437000,38976,112495,151471
1607033737000,38800,111781,150581
1607034037000,38657,110996,149653
1607034337000,38650,111148,149798
1607034637000,38486,110218,148704
1607034937000,38370,110404,148774
1607035237000,38379,109988,148367
1607035536000,38263,109430,147693
1607035837000,38190,109096,147286
1607036137000,38186,108434,146620
1607036437000,38106,107973,146079
1607036737000,37958,107618,145576
1607037037000,37767,107325,145092
1607037337000,37838,106901,144739
1607037637000,37850,106647,144497
1607037937000,37697,106404,144101
1607037966000,37674,106350,144024
1607038004000,37643,106309,143952
1607038237000,37568,106468,144036
1607038536000,37489,106362,143851
1607038837000,37383,105791,143174
1607039137000,37322,106427,143749
1607039436000,37331,106255,143586
1607039737000,37433,106232,143665
1607040037000,37500,105842,143342
1607040337000,38072,105949,144021
1607040637000,38184,106112,144296
1607040937000,38203,105594,143797
1607041237000,38093,105680,143773
1607041537000,38041,105329,143370
1607041837000,38011,105289,143300
1607042137000,37927,105485,143412
1607042437000,37954,105686,143640
1607042737000,37817,105833,143650
1607043037000,37814,106142,143956
1607043337000,37779,106134,143913
1607043637000,37589,105343,142932
1607043937000,37500,106204,143704
1607044237000,37483,106336,143819
1607044537000,37374,106407,143781
1607044839000,37276,106471,143747
1607045137000,37238,106783,144021
1607045437000,37070,106516,143586
1607045737000,37011,106979,143990
1607046037000,36964,107231,144195
1607046337000,36915,107353,144268
1607046637000,36826,107457,144283
1607046937000,36654,107374,144028
1607047237000,36541,107092,143633
1607047537000,36530,107149,143679
1607047837000,36406,107061,143467
1607048137000,36282,106827,143109
1607048437000,36268,106968,143236
1607048737000,36048,106924,142972
1607049036000,35933,106717,142650
1607049337000,35888,106843,142731
1607049637000,35826,106779,142605
1607049937000,35690,106561,142251
1607050237000,35495,106480,141975
1607050537000,35430,106052,141482
1607050837000,35217,105577,140794
1607051137000,34961,105200,140161
1607051437000,34685,104713,139398
1607051736000,34459,104583,139042
1607052040000,34268,104071,138339
1607052337000,33985,103447,137432
1607052637000,33776,102789,136565
1607052937000,33673,102261,135934
1607053237000,33455,101812,135267
1607053537000,33302,101381,134683
1607053837000,32972,101096,134068
1607054137000,32808,100403,133211
1607054437000,32463,99659,132122
1607054737000,32145,98630,130775
1607055037000,31863,98112,129975
1607055337000,31570,97413,128983
1607055637000,31209,96838,128047
1607055937000,30979,96271,127250
1607056237000,30620,95545,126165
1607056537000,30261,94686,124947
1607056837000,29943,94021,123964
1607057136000,29581,93138,122719
1607057437000,29288,92219,121507
1607057737000,28996,91218,120214
1607058037000,28689,90408,119097
1607058337000,28368,88673,117041
1607058637000,28036,88228,116264
1607058937000,27723,87702,115425
1607059237000,27520,87015,114535
1607059536000,27274,85856,113130
1607059837000,27000,84663,111663
1607060137000,26812,83906,110718
1607060437000,26622,83082,109704
1607060737000,26406,82144,108550
1607061037000,26118,81178,107296
1607061337000,25897,80412,106309
1607061637000,25547,79075,104622
1607061937000,25205,78256,103461
1607062236000,24998,77376,102374
1607062537000,24434,76413,100847
1607062837000,24238,76042,100280
1607063137000,22741,74380,97121
1607063437000,22480,73961,96441
1607063737000,22330,73219,95549
1607064037000,21994,72310,94304
1607064341000,22250,71638,93888
1607064637000,22453,70944,93397
1607064937000,22185,70201,92386
1607065237000,21853,69236,91089
1607065554000,22015,68502,90517
1607065837000,21872,68213,90085
1607066137000,21765,67559,89324
1607066438000,23081,66777,89858
1607066736000,22884,66539,89423
1607067037000,22811,65814,88625
1607067337000,22545,65610,88155
1607067637000,22514,65400,87914
1607067937000,22129,64393,86522
1607068237000,22148,64646,86794
1607068537000,22039,64235,86274
1607068837000,22097,63657,85754
1607069137000,22035,63338,85373
1607069437000,22025,63072,85097
1607069737000,22019,63205,85224
1607070037000,21952,63278,85230
1607070337000,21996,63100,85096
1607070637000,22082,63098,85180
1607070937000,22069,63202,85271
1607071237000,22120,63248,85368
1607071537000,22214,63264,85478
1607071837000,22186,63100,85286
1607072137000,22349,62953,85302
1607072437000,22494,63068,85562
1607072737000,22533,62921,85454
1607073037000,22640,63161,85801
1607073337000,22767,63219,85986
1607073744000,22076,63358,85434
